code,name,mainFoodType,detailedFoodType,calorie,protein,fat,carbohydrate,taste,mainIngredient,secondaryIngredient,cookMethod
D018131,고춧잎나물무침,숙채류,나물.숙채류,79.55,3.97,4.22,6.43,매운맛,채소류,소금,무치기
D018132,깻잎나물무침,숙채류,나물.숙채류,38.76,1.34,2.59,2.52,매운맛,채소류,간장,무치기
D018133,냉이나물무침,숙채류,나물.숙채류,66.3,3.01,1.84,9.42,담백한맛,나물류,소금,무치기
D018134,도라지나물무침,숙채류,나물.숙채류,65.04,1.24,3.76,6.56,담백한맛,나물류,간장,무치기
D018135,머위대나물무침,숙채류,나물.숙채류,28.95,1.98,1.28,2.38,신맛,나물류,마늘,무치기
D018136,무나물무침,숙채류,나물.숙채류,10.56,0.31,0.23,1.82,신맛,채소류,마늘,무치기
D018137,방풍나물무침,숙채류,나물.숙채류,60.76,3.51,1.38,8.59,신맛,나물류,고추장,무치기
D018138,배추나물무침,숙채류,나물.숙채류,49.19,1.61,1.75,6.76,매운맛,채소류,마늘,무치기
D018139,비름나물무침,숙채류,나물.숙채류,58.48,2.77,3.24,4.56,신맛,나물류,간장,무치기
D018140,숙주나물무침,숙채류,나물.숙채류,17.5,1.11,0.79,1.48,신맛,채소류,마늘,무치기
D018141,시금치나물무침,숙채류,나물.숙채류,34.28,1.87,2.23,1.68,담백한맛,나물류,간장,무치기
D018142,시래기나물무침,숙채류,나물.숙채류,56.84,2.16,3.64,3.87,담백한맛,채소류,마늘,볶기
D018143,씀바귀나물무침,숙채류,나물.숙채류,87.63,3.48,1.56,14.91,신맛,채소류,마늘,무치기
D018145,열무나물무침,숙채류,나물.숙채류,74.13,3.52,4.77,4.28,신맛,채소류,마늘,무치기
D018146,열무된장나물무침,숙채류,나물.숙채류,61.23,3.34,3.68,3.68,신맛,채소류,마늘,무치기
D018147,오이나물무침,숙채류,나물.숙채류,66.15,1.46,6.53,0.37,신맛,채소류,마늘,무치기
D018153,토란대나물무침,숙채류,나물.숙채류,61.11,4.63,3.04,3.8,담백한맛,나물류,마늘,무치기
D000105,미나리나물,숙채류,나물.숙채류,29.53,1.02,1.83,2.24,담백한맛,나물류,소금,무치기
D000109,취나물,숙채류,나물.숙채류,74.1,1.37,6.15,3.31,담백한맛,가금류 이외 육류,간장,무치기
D018126,가죽나물무침,생채 및 무침류,나물.채소류무침,60.54,4.66,1.08,8.04,매운맛,나물류,마늘,무치기
D018148,유채나물무침,생채 및 무침류,나물.채소류무침,86.24,5.22,4.14,7.04,신맛,나물류,마늘,무치기
D018149,참나물무침,생채 및 무침류,나물.채소류무침,53.85,2.26,3.32,3.73,신맛,나물류,간장,무치기
D018150,취나물된장무침,생채 및 무침류,나물.채소류무침,39.38,2.77,1.49,3.71,짠맛,나물류,마늘,무치기
D018151,콩나물고춧가루무침,생채 및 무침류,나물.채소류무침,83.58,3.54,5.34,5.34,매운맛,나물류,고춧가루,무치기
D018152,콩나물무침,생채 및 무침류,나물.채소류무침,34.54,1.93,2.27,1.6,매운맛,나물류,마늘,무치기
D018154,톳나물무침,생채 및 무침류,어패류무침,67.82,1.68,1.88,11.05,신맛,해산물,마늘,무치기
D018330,가오리회무침,생채 및 무침류,어패류무침,186.62,26.07,2.66,14.6,매운맛,해산물,고추장,무치기
D018331,감자샐러드,생채 및 무침류,샐러드,189.19,1.97,11.98,18.37,단맛,채소류,마요네즈,굽기
D018332,골뱅이국수무침,생채 및 무침류,어패류무침,250.52,11.53,3.38,43.49,매운맛,해산물,김치,끓이기
D018333,과일샐러드,생채 및 무침류,샐러드,138.69,1.75,8.87,12.95,단맛,과일류,사과,무치기
D018334,굴무생채,생채 및 무침류,어패류무침,149.16,11.04,3.77,17.76,매운맛,해산물,고추장,무치기
D018335,굴무침,생채 및 무침류,어패류무침,61.44,5.34,1.85,5.84,매운맛,해산물,초고추장,무치기
D018336,김무침,생채 및 무침류,어패류무침,77.57,6.35,3.22,5.8,매운맛,해산물,통깨,무치기
D018337,낙지무침,생채 및 무침류,어패류무침,138,22.33,2.24,7.13,매운맛,해산물,고추장,볶기
D018338,느타리버섯무침,생채 및 무침류,나물.채소류무침,88.01,4.11,5.66,5.16,담백한맛,버섯류,마늘,볶기
D018339,다시마무침,생채 및 무침류,어패류무침,43.27,2.31,1.06,6.12,짠맛,해조류,고추장,무치기
D018340,단호박샐러드,생채 및 무침류,샐러드,242.52,2.22,13.45,28.15,단맛,채소류,마요네즈,굽기
D018341,달래무침,생채 및 무침류,나물.채소류무침,37.79,1.75,1.81,3.64,신맛,채소류,식초,무치기
D018342,닭가슴살샐러드,생채 및 무침류,샐러드,203.24,10.75,14.23,8.04,담백한맛,커피,토마토,굽기
D018343,닭고기냉채,생채 및 무침류,기타 생채.무침류,215.62,31.4,4.67,11.99,담백한맛,커피,고추장,끓이기
D018344,도라지생채,생채 및 무침류,나물.채소류무침,123.97,3.3,0.82,25.84,신맛,나물류,고추장,무치기
D018345,도라지오이생채,생채 및 무침류,나물.채소류무침,76.02,2.65,2.76,10.14,신맛,나물류,식초,무치기
D018346,도토리묵 무침,생채 및 무침류,기타 생채.무침류,147.76,1.85,5.89,21.84,매운맛,채소류,무,무치기
D018347,돌나물무침,생채 및 무침류,나물.채소류무침,34.25,0.83,1.59,4.15,신맛,나물류,고추장,무치기
D018348,두릅초고추장무침,생채 및 무침류,나물.채소류무침,60.49,1.94,2.71,7.1,매운맛,나물류,양념장,무치기
D018349,마늘쫑무침,생채 및 무침류,나물.채소류무침,31.92,0.82,1.48,3.83,매운맛,채소류,간장,무치기
D018350,무말랭이무침,생채 및 무침류,나물.채소류무침,24.17,0.84,0.31,4.5,매운맛,채소류,고추장,무치기
D018351,무생채,생채 및 무침류,나물.채소류무침,73.54,3.64,1.67,10.99,매운맛,채소류,고추가루,무치기
D018352,미나리무침,생채 및 무침류,나물.채소류무침,41.52,1.18,1.92,4.87,신맛,나물류,고추장,무치기
D018353,미역초무침,생채 및 무침류,어패류무침,17.49,0.59,0.51,2.62,신맛,해조류,마늘,무치기
D018354,민들레잎무침,생채 및 무침류,나물.채소류무침,72.9,2.42,2.1,11.09,신맛,채소류,간장,무치기
D018355,배추겉절이,생채 및 무침류,나물.채소류무침,27.32,1.14,1.07,3.29,매운맛,채소류,고춧가루,무치기
D018356,부추무침,생채 및 무침류,나물.채소류무침,92.3,3.5,5.92,6.25,매운맛,채소류,간장,무치기
D018357,북어채무침,생채 및 무침류,어패류무침,282.02,42.6,4.37,18.07,매운맛,해산물,고추장,무치기
D018358,상추겉절이,생채 및 무침류,나물.채소류무침,61.14,2.36,3.41,5.26,매운맛,채소류,고추장,무치기
D018359,새싹채소샐러드,생채 및 무침류,샐러드,74.21,2.77,4.81,4.96,담백한맛,채소류,올리브유,무치기
D018360,양배추샐러드,생채 및 무침류,샐러드,225.1,4.03,17.57,12.7,단맛,채소류,마요네즈,무치기
D018361,양상추샐러드,생채 및 무침류,샐러드,188.98,7.36,15.45,5.13,담백한맛,채소류,토마토,무치기
D018362,양장피,생채 및 무침류,기타 생채.무침류,291.79,16.05,14.58,24.1,단맛,해산물,무,끓이기
D018363,양파부추무침,생채 및 무침류,나물.채소류무침,44.19,1.83,1.07,6.81,매운맛,채소류,간장,무치기
D018364,열무겉절이,생채 및 무침류,나물.채소류무침,57.55,2.4,2.94,5.38,매운맛,채소류,고추가루,무치기
D018365,오이부추무침,생채 및 무침류,나물.채소류무침,31.32,1.95,0.39,5.01,매운맛,채소류,식초,무치기
D018366,오이생채,생채 및 무침류,나물.채소류무침,34.53,0.89,1.45,4.48,신맛,채소류,마늘,무치기
D018367,오이지무침,생채 및 무침류,나물.채소류무침,52.32,0.96,3.51,4.21,신맛,채소류,마늘,무치기
D018368,오징어무침,생채 및 무침류,어패류무침,254.31,39.45,4.93,13.04,매운맛,해산물,고추장,무치기
D018369,오징어물회,생채 및 무침류,어패류무침,339.79,43.3,8.37,22.81,매운맛,해산물,고추장,회
D018370,오징어채무침,생채 및 무침류,어패류무침,206.14,18.88,4.42,22.73,매운맛,해산물,고추장,무치기
D018371,오징어채소무침,생채 및 무침류,어패류무침,149.09,14.04,2.23,18.23,매운맛,해산물,당근,무치기
D018372,옥수수샐러드,생채 및 무침류,샐러드,265.65,3.13,19.11,20.28,단맛,채소류,양파,굽기
D018373,참치샐러드,생채 및 무침류,샐러드,226.74,16.23,12.97,11.28,담백한맛,해산물,마요네즈,무치기
D018374,채소샐러드,생채 및 무침류,샐러드,232.33,1.86,21.36,8.16,담백한맛,채소류,토마토,무치기
D018375,치커리겉절이,생채 및 무침류,나물.채소류무침,56.41,1.49,3.65,4.4,담백한맛,채소류,고추장,무치기
D018376,파래무침,생채 및 무침류,어패류무침,14.83,1.06,0.51,1.49,매운맛,해조류,마늘,무치기
D018377,파무침,생채 및 무침류,나물.채소류무침,105.95,3.38,4.22,13.62,매운맛,채소류,대파,무치기
D018378,풋고추된장무침,생채 및 무침류,나물.채소류무침,123.64,2.37,7.35,12,매운맛,채소류,마늘,무치기
D018379,풋마늘무침,생채 및 무침류,나물.채소류무침,71.06,4.14,1.04,11.27,신맛,채소류,소금,무치기
D018380,피조개무침,생채 및 무침류,어패류무침,51.64,4.71,0.95,6.07,매운맛,해산물,고추장,무치기
D018381,해초무침,생채 및 무침류,어패류무침,39.3,0.95,0.16,8.52,신맛,해산물,고추장,무치기
D018382,호박오가리나물무침,생채 및 무침류,나물.채소류무침,200.5,6.14,10.01,21.46,담백한맛,나물류,간장,무치기
D018383,회무침,생채 및 무침류,어패류무침,203.95,20.22,4.12,21.5,매운맛,해산물,고추장,무치기
D018647,이탈리안샐러드,생채 및 무침류,샐러드,102,2.29,6.29,10.04,담백한맛,채소류,올리브오일,무치기
D018648,치킨랜치샐러드,생채 및 무침류,샐러드,263,11.25,18.8,11.92,담백한맛,커피,토마토,굽기
D018755,콘 샐러드,생채 및 무침류,샐러드,121,2,5,17,단맛,채소류,마요네즈,굽기
D000085,해파리냉채,생채 및 무침류,어패류무침,91,6.2,1.4,13.4,신맛,해산물,양파,무치기
D000178,골뱅이무침,생채 및 무침류,어패류무침,108.79,7.08,1.97,15.69,매운맛,해산물,고추장,끓이기
D000180,노각무침,생채 및 무침류,나물.채소류무침,84,2.6,1.8,14.3,매운맛,나물류,고추장,무치기
D000181,단무지무침,생채 및 무침류,나물.채소류무침,20,0.5,0.8,2.8,단맛,채소류,마늘,무치기
D000182,달래나물무침,생채 및 무침류,나물.채소류무침,136,4,2.8,23.8,신맛,나물류,마늘,무치기
D000183,더덕무침,생채 및 무침류,나물.채소류무침,216,4.3,2.8,43.4,매운맛,나물류,고추장,무치기
D000190,밴댕이무침,생채 및 무침류,어패류무침,600.01,29.8,33,46,매운맛,채소류,고추장,무치기
D000194,서대회무침,생채 및 무침류,어패류무침,315.21,22.6,4.6,45.9,단맛,해산물,고추장,무치기
D000195,쑥갓나물무침,생채 및 무침류,나물.채소류무침,96,4.5,5.7,6.6,담백한맛,채소류,설탕,무치기
D000200,쥐치채,생채 및 무침류,어패류무침,55.92,2.75,0.15,10.89,담백한맛,해산물,마늘,끓이기
D000201,청포묵무침,생채 및 무침류,기타 생채.무침류,149,2.9,5.2,22.7,매운맛,묵류,고추장,무치기
D000202,탕평채,생채 및 무침류,기타 생채.무침류,97.5,3.55,3.81,12.26,담백한맛,커피,고추장,무치기
D000205,홍어무침,생채 및 무침류,어패류무침,198.94,17.85,2.63,25.95,매운맛,해산물,고추장,무치기
D018580,삼치튀김 & 타르타르소스,튀김류,어패류튀김,169.65,11.12,13,2.05,담백한맛,해산물,계란,튀기기
D010189,프레시 코울슬로,생채 및 무침류,샐러드,729,42,45.75,6.1,단맛,채소류,당근,무치기
D010190,프레시 콘샐러드,생채 및 무침류,샐러드,133,1,15,2,담백한맛,채소류,마요네즈,무치기
D010293,콘샐러드,생채 및 무침류,샐러드,100,2,15,2,단맛,채소류,마요네즈,굽기
D010294,코울슬로,생채 및 무침류,샐러드,87,1,15,2,단맛,채소류,마요네즈,무치기
D010511,홈샐바,생채 및 무침류,샐러드,1118,19,119.55,15.94,담백한맛,채소류,양상추,무치기
D010512,홈샐바세트,생채 및 무침류,샐러드,1699,43,175.8,23.44,담백한맛,채소류,올리브유,굽기
D010531,케이준치킨샐러드,생채 및 무침류,샐러드,196,9,33.15,4.42,매운맛,커피,양상추,굽기
D010532,홈샐러드(하절기),생채 및 무침류,샐러드,972,16,99,13.2,담백한맛,채소류,오이,무치기
D010533,홈샐러드(동절기),생채 및 무침류,샐러드,956,16,99.75,13.3,담백한맛,채소류,당근,무치기
D018581,단호박 생선탕수 & 키위소스,튀김류,어패류튀김,116.56,3.85,5.16,13.68,단맛,해산물,키위,튀기기
D010609,콘샐러드,생채 및 무침류,샐러드,145,2,16.5,2.2,단맛,채소류,마요네즈,굽기
D010685,단호박+고구마샐러드,생채 및 무침류,샐러드,605,3,45,6,단맛,채소류,마요네즈,굽기
D012150,후무스&베지스틱,생채 및 무침류,샐러드,126,16,45.3,6.04,담백한맛,나물류,당근,굽기
D012151,쉬림프 그릭 샐러드,생채 및 무침류,샐러드,171,20,28.65,3.82,담백한맛,해산물,올리브,무치기
D012152,쉬림프 콥 샐러드,생채 및 무침류,샐러드,205,38,34.05,4.54,담백한맛,해산물,올리브유,굽기
D012153,아보카도 콥 샐러드,생채 및 무침류,샐러드,250,39,37.8,5.04,담백한맛,채소류,베이컨,굽기
D015249,할라치뇨치즈 포테이토 S,튀김류,채소류튀김,365,5.3,25.62,64.965,매운맛,채소류,알 수 없음,굽기
D012155,허브치킨 가든샐러드,생채 및 무침류,샐러드,180,29,33.3,4.44,담백한맛,커피,토마토,굽기
D012157,그릴드치킨 시저샐러드,생채 및 무침류,샐러드,235,38,26.55,3.54,담백한맛,커피,치즈,굽기
D016010,Bacon Cheesy 웨지 포테이토,튀김류,채소류튀김,238,6,17.36,44.02,짠맛,채소류,치즈,굽기
D012159,사이드 샐러드,생채 및 무침류,샐러드,20,2,10.8,1.44,담백한맛,채소류,토마토,무치기
D012160,토마토 모짜렐라,생채 및 무침류,샐러드,465,44,31.5,4.2,담백한맛,채소류,바질,굽기
D016274,어니언치즈감자,튀김류,채소류튀김,488,6,21.42,54.315,짠맛,채소류,치즈,굽기
D012162,레몬치킨클럽,생채 및 무침류,샐러드,710,64,43.2,5.76,단맛,커피,마요네즈,굽기
D012859,지파이 고소한맛(S),튀김류,치킨류,422,20,26,9,알 수 없음,가금류 이외 육류,알 수 없음,굽기
D018591,토마토 채소 계란찜,찜류,기타 찜류,181.76,11.68,13.23,4,담백한맛,채소류,소금,찌기
D012327,치킨듬뿍 보틀샐러드,생채 및 무침류,샐러드,280,14,35.25,4.7,담백한맛,커피,토마토,굽기
D018483,두부쇠고기고추장찌개,찌개 및 전골류,육류찌개.전골,162.34,12.77,3.98,18.85,매운맛,가금류 이외 육류,양파,끓이기
D012568,나폴리샐러드,생채 및 무침류,샐러드,256,2,30,4,담백한맛,면,올리브유,무치기
D018847,소고기 버섯 잡채,찌개 및 전골류,육류찌개.전골,204,4,4,38,단맛,면,파,볶기
D012864,콘샐러드,생채 및 무침류,샐러드,146,2,15,2,단맛,채소류,마요네즈,굽기
D013546,로스트 비프 샐러드 밀 박스,생채 및 무침류,샐러드,210,12,30.3,4.04,담백한맛,가금류 이외 육류,토마토,굽기
D013547,로스트 치킨 샐러드 밀 박스,생채 및 무침류,샐러드,170,14,29.55,3.94,담백한맛,커피,토마토,굽기
D018874,햄치즈 순두부찌개,찌개 및 전골류,육류찌개.전골,89,7,5,4,매운맛,가금류 이외 육류,양파,끓이기
D018484,두부애호박된장찌개,찌개 및 전골류,채소류찌개.전골,189.41,17.61,4.3,20.07,짠맛,장류,마늘,끓이기
D018434,돼지고기 메추리알 장조림,조림류,육류조림,166.24,20.07,7.66,4.26,짠맛,계란,간장,끓이기
D013551,콥 & 요거트 샐러드,생채 및 무침류,샐러드,203,11,27,3.6,담백한맛,커피,요거트,무치기
D015528,단백질 듬뿍 로스트 치킨 샐러드 Mini,생채 및 무침류,샐러드,110,5,15,2,담백한맛,커피,당근,로스팅
D015546,오리지널 시저 샐러드,생채 및 무침류,샐러드,385,16,36,4.8,짠맛,채소류,앵초비,무치기
D018588,알록달록화전 & 멸치두부전,"전,적 및 부침류",채소류전,147.88,4.67,3.55,24.31,담백한맛,해산물,소금,굽기
D015551,케이준치킨샐러드,생채 및 무침류,샐러드,365,15,34.5,4.6,매운맛,커피,양상추,굽기
D015552,과일컵샐러드,생채 및 무침류,샐러드,60,1,26.25,3.5,단맛,과일류,포도,무치기
D015553,쉬림프콥샐러드,생채 및 무침류,샐러드,260,10,27,3.6,담백한맛,해산물,오이,굽기
D015554,부드러운 마요 에그 샐러드,생채 및 무침류,샐러드,45,4,9.75,1.3,담백한맛,계란,마요네즈,끓이기
D015555,담백한 옥수수 감자 샐러드,생채 및 무침류,샐러드,135,1,9,1.2,담백한맛,채소류,양파,끓이기
D015557,베리&리코타치즈샐러드(M),생채 및 무침류,샐러드,210,7,26.25,3.5,담백한맛,치즈,알 수 없음,무치기
D013202,망고요구르트 + 화이트펄(ice)L,음료 및 차류,과일.채소음료류,215.6,0.5,2.27,45.4,단맛,유제품,설탕,알 수 없음
D015560,클래식 시저 샐러드,생채 및 무침류,샐러드,350,14,29.25,3.9,짠맛,채소류,앵초비,무치기
D016183,코울슬로,생채 및 무침류,샐러드,130,1,14.25,1.9,단맛,채소류,마요네즈,무치기
D016187,콘샐러드,생채 및 무침류,샐러드,189,2,15.75,2.1,단맛,채소류,마요네즈,굽기
D016352,코울슬로,생채 및 무침류,샐러드,139,1,15,2,단맛,채소류,마요네즈,무치기
D016353,콘샐러드,생채 및 무침류,샐러드,149,2,15,2,단맛,채소류,마요네즈,굽기
D013439,부산 레드 온더 비치,음료 및 차류,과일.채소음료류,175,0,1.775,35.5,알 수 없음,유제품,알 수 없음,알 수 없음
D011038,피넛 버터 초코 라떼,음료 및 차류,기타 음료류,388,7,11.62371795,69.21280488,단맛,유제품,초콜릿,굽기
